# g_OO(r)s (tab separated columns) obtained from high energy x-ray scattering (See LB Skinner CJ Benmore JCP 2014).																											
"# a = levitated droplets (lowest quality), b = flowing water stream (best quality), c = water in thin walled SiO2 glass capillary (medium quality)"																											
"# data generated by Fourier transform with a consistent maximum Q = 18.1 and an r-dependent smoothing function to minize unphysical high frequency noise (see LB Skinner et al JCP,138,074506, 2013)"																											
"# error bars (err) are generated as described in  LB Skinner et al JCP,138,074506 (2013). Signal at r<2.3 Angstrom is deemed unphysical and has beeen smoothly attenuated to zero"																											
T(K) =	254.1	err	263.1	err	268.1	err	277.1	err	284.5	err	295.1	err	307	err	312	err	323.7	err	334.1	err	342.7	err	354.8	err	365.9	err	dr (averaging width)
r	a	a	a	a	b	b	b	b	b	b	b	b	c	c	b	b	b	b	b	b	b	b	c	c	c	c	
5.06	1.015265	0.009482	1.002698	0.015552	1.002547	0.009741	1.001229	0.006830	0.999420	0.006682	0.993162	0.005585	0.996916	0.013631	0.988188	0.007737	0.986964	0.007523	0.989253	0.008416	0.990701	0.005296	0.991867	0.014255	0.999825	0.016776	0.206943
5.07	1.008939	0.009357	0.996802	0.015644	0.997218	0.009756	0.997145	0.006770	0.995677	0.006637	0.989963	0.005567	0.993622	0.013599	0.985525	0.007666	0.984712	0.007536	0.987442	0.008502	0.989079	0.005271	0.990412	0.014376	0.998002	0.016630	0.207022
5.08	1.002649	0.009223	0.990926	0.015697	0.991879	0.009775	0.993073	0.006711	0.991938	0.006596	0.986766	0.005545	0.990295	0.013540	0.982847	0.007595	0.982472	0.007551	0.985646	0.008585	0.987457	0.005250	0.988969	0.014474	0.996174	0.016546	0.207101
5.09	0.996400	0.009088	0.985091	0.015700	0.986539	0.009793	0.989014	0.006656	0.988205	0.006562	0.983572	0.005521	0.986944	0.013455	0.980157	0.007528	0.980246	0.007564	0.983866	0.008659	0.985835	0.005232	0.987543	0.014539	0.994350	0.016520	0.207181
5.10	0.990195	0.008960	0.979315	0.015648	0.981207	0.009803	0.984968	0.006606	0.984477	0.006535	0.980382	0.005494	0.983578	0.013345	0.977457	0.007466	0.978036	0.007571	0.982102	0.008716	0.984214	0.005218	0.986134	0.014562	0.992539	0.016539	0.207260
5.11	0.984037	0.008844	0.973619	0.015539	0.975896	0.009803	0.980935	0.006562	0.980757	0.006516	0.977197	0.005465	0.980209	0.013214	0.974749	0.007412	0.975842	0.007571	0.980355	0.008751	0.982594	0.005206	0.984745	0.014537	0.990748	0.016587	0.207340
5.12	0.977931	0.008748	0.968024	0.015378	0.970615	0.009789	0.976915	0.006525	0.977044	0.006504	0.974018	0.005434	0.976847	0.013064	0.972038	0.007367	0.973668	0.007562	0.978625	0.008760	0.980976	0.005196	0.983378	0.014462	0.988984	0.016645	0.207419
5.13	0.971883	0.008677	0.962547	0.015176	0.965379	0.009760	0.972909	0.006497	0.973341	0.006498	0.970849	0.005404	0.973504	0.012902	0.969327	0.007331	0.971514	0.007543	0.976911	0.008742	0.979361	0.005186	0.982035	0.014336	0.987250	0.016697	0.207499
5.14	0.965896	0.008634	0.957206	0.014945	0.960197	0.009717	0.968918	0.006475	0.969650	0.006496	0.967690	0.005373	0.970192	0.012733	0.966622	0.007305	0.969383	0.007515	0.975214	0.008696	0.977750	0.005177	0.980716	0.014165	0.985549	0.016726	0.207580
5.15	0.959977	0.008618	0.952019	0.014702	0.955084	0.009663	0.964943	0.006460	0.965975	0.006496	0.964546	0.005344	0.966921	0.012565	0.963926	0.007288	0.967276	0.007480	0.973533	0.008625	0.976144	0.005166	0.979423	0.013954	0.983885	0.016722	0.207660
5.16	0.954130	0.008627	0.946997	0.014465	0.950049	0.009599	0.960985	0.006452	0.962317	0.006494	0.961418	0.005317	0.963702	0.012406	0.961246	0.007278	0.965195	0.007437	0.971868	0.008531	0.974545	0.005155	0.978155	0.013715	0.982257	0.016682	0.207741
5.17	0.948362	0.008658	0.942151	0.014252	0.945105	0.009529	0.957045	0.006448	0.958680	0.006488	0.958310	0.005291	0.960545	0.012261	0.958587	0.007273	0.963141	0.007391	0.970219	0.008420	0.972953	0.005143	0.976913	0.013457	0.980665	0.016607	0.207821
5.18	0.942677	0.008704	0.937489	0.014078	0.940261	0.009458	0.953127	0.006448	0.955070	0.006477	0.955225	0.005269	0.957459	0.012137	0.955955	0.007272	0.961116	0.007342	0.968584	0.008297	0.971372	0.005130	0.975696	0.013196	0.979108	0.016505	0.207902
5.19	0.937081	0.008758	0.933015	0.013956	0.935526	0.009389	0.949233	0.006450	0.951489	0.006459	0.952169	0.005248	0.954450	0.012037	0.953355	0.007273	0.959122	0.007293	0.966963	0.008169	0.969801	0.005116	0.974502	0.012945	0.977582	0.016389	0.207983
5.20	0.931578	0.008810	0.928729	0.013893	0.930908	0.009324	0.945366	0.006453	0.947943	0.006432	0.949143	0.005231	0.951527	0.011964	0.950794	0.007272	0.957158	0.007245	0.965356	0.008043	0.968244	0.005103	0.973331	0.012721	0.976086	0.016273	0.208065
5.21	0.926173	0.008855	0.924628	0.013887	0.926413	0.009265	0.941529	0.006457	0.944436	0.006398	0.946154	0.005215	0.948692	0.011917	0.948277	0.007269	0.955227	0.007200	0.963760	0.007923	0.966701	0.005090	0.972181	0.012535	0.974615	0.016174	0.208146
5.22	0.920870	0.008884	0.920706	0.013935	0.922045	0.009213	0.937728	0.006459	0.940973	0.006356	0.943204	0.005200	0.945951	0.011893	0.945809	0.007261	0.953329	0.007160	0.962177	0.007817	0.965175	0.005077	0.971048	0.012399	0.973166	0.016107	0.208228
5.23	0.915672	0.008892	0.916952	0.014024	0.917809	0.009168	0.933966	0.006459	0.937559	0.006309	0.940298	0.005186	0.943304	0.011887	0.943395	0.007249	0.951463	0.007124	0.960603	0.007728	0.963668	0.005066	0.969930	0.012320	0.971736	0.016082	0.208310
5.24	0.910581	0.008876	0.913354	0.014141	0.913705	0.009128	0.930249	0.006456	0.934200	0.006259	0.937440	0.005172	0.940752	0.011891	0.941039	0.007232	0.949631	0.007094	0.959040	0.007657	0.962181	0.005056	0.968824	0.012301	0.970321	0.016105	0.208392
5.25	0.905600	0.008833	0.909896	0.014270	0.909734	0.009092	0.926582	0.006450	0.930901	0.006207	0.934634	0.005157	0.938294	0.011900	0.938746	0.007209	0.947833	0.007069	0.957486	0.007607	0.960715	0.005046	0.967727	0.012340	0.968919	0.016172	0.208474
5.26	0.900730	0.008762	0.906561	0.014396	0.905894	0.009057	0.922971	0.006440	0.927665	0.006156	0.931884	0.005141	0.935928	0.011904	0.936519	0.007182	0.946068	0.007048	0.955940	0.007575	0.959273	0.005036	0.966635	0.012428	0.967527	0.016274	0.208557
5.27	0.895971	0.008666	0.903330	0.014503	0.902181	0.009021	0.919421	0.006425	0.924498	0.006109	0.929193	0.005123	0.933650	0.011900	0.934360	0.007151	0.944336	0.007032	0.954403	0.007558	0.957856	0.005025	0.965546	0.012555	0.966146	0.016398	0.208639
5.28	0.891324	0.008548	0.900181	0.014583	0.898593	0.008983	0.915939	0.006405	0.921405	0.006066	0.926565	0.005102	0.931455	0.011881	0.932272	0.007118	0.942637	0.007020	0.952875	0.007553	0.956466	0.005014	0.964456	0.012708	0.964775	0.016525	0.208722
5.29	0.886789	0.008414	0.897096	0.014626	0.895125	0.008942	0.912531	0.006379	0.918387	0.006031	0.924003	0.005078	0.929339	0.011846	0.930256	0.007085	0.940970	0.007010	0.951355	0.007556	0.955103	0.004999	0.963363	0.012870	0.963414	0.016636	0.208805
5.30	0.882364	0.008270	0.894053	0.014629	0.891770	0.008897	0.909202	0.006348	0.915451	0.006001	0.921509	0.005051	0.927295	0.011796	0.928313	0.007052	0.939335	0.007001	0.949845	0.007563	0.953768	0.004982	0.962264	0.013026	0.962068	0.016713	0.208888
5.31	0.878048	0.008125	0.891033	0.014593	0.888522	0.008851	0.905959	0.006311	0.912597	0.005978	0.919086	0.005022	0.925317	0.011732	0.926444	0.007022	0.937732	0.006992	0.948344	0.007570	0.952463	0.004961	0.961157	0.013162	0.960740	0.016742	0.208972
5.32	0.873840	0.007987	0.888019	0.014518	0.885375	0.008804	0.902807	0.006269	0.909829	0.005960	0.916736	0.004990	0.923399	0.011660	0.924648	0.006995	0.936161	0.006983	0.946856	0.007575	0.951188	0.004936	0.960041	0.013265	0.959434	0.016713	0.209056
5.33	0.869739	0.007864	0.884995	0.014412	0.882322	0.008758	0.899751	0.006221	0.907150	0.005946	0.914461	0.004957	0.921536	0.011587	0.922925	0.006973	0.934621	0.006971	0.945381	0.007575	0.949944	0.004907	0.958915	0.013326	0.958158	0.016622	0.209139
5.34	0.865742	0.007764	0.881948	0.014282	0.879358	0.008717	0.896797	0.006169	0.904559	0.005933	0.912262	0.004923	0.919722	0.011518	0.921274	0.006954	0.933113	0.006955	0.943922	0.007570	0.948732	0.004875	0.957779	0.013338	0.956917	0.016471	0.209223
5.35	0.861848	0.007691	0.878869	0.014136	0.876476	0.008681	0.893948	0.006115	0.902059	0.005920	0.910141	0.004889	0.917951	0.011463	0.919693	0.006939	0.931637	0.006936	0.942480	0.007561	0.947552	0.004840	0.956634	0.013296	0.955721	0.016270	0.209308
5.36	0.858056	0.007650	0.875752	0.013982	0.873672	0.008653	0.891209	0.006059	0.899650	0.005905	0.908098	0.004855	0.916220	0.011426	0.918182	0.006927	0.930195	0.006910	0.941060	0.007548	0.946405	0.004804	0.955482	0.013201	0.954578	0.016033	0.209392
5.37	0.854365	0.007641	0.872593	0.013830	0.870942	0.008633	0.888583	0.006003	0.897332	0.005886	0.906135	0.004823	0.914526	0.011412	0.916738	0.006915	0.928786	0.006879	0.939665	0.007534	0.945291	0.004768	0.954325	0.013056	0.953497	0.015778	0.209477
5.38	0.850775	0.007661	0.869395	0.013687	0.868283	0.008621	0.886073	0.005949	0.895106	0.005863	0.904251	0.004794	0.912867	0.011421	0.915359	0.006902	0.927414	0.006840	0.938297	0.007520	0.944210	0.004734	0.953167	0.012867	0.952487	0.015529	0.209562
5.39	0.847287	0.007707	0.866164	0.013555	0.865694	0.008616	0.883682	0.005900	0.892971	0.005836	0.902448	0.004767	0.911242	0.011451	0.914045	0.006887	0.926079	0.006795	0.936962	0.007510	0.943164	0.004703	0.952012	0.012644	0.951558	0.015307	0.209647
5.40	0.843900	0.007770	0.862907	0.013440	0.863174	0.008614	0.881410	0.005857	0.890926	0.005805	0.900726	0.004744	0.909653	0.011496	0.912794	0.006866	0.924784	0.006743	0.935663	0.007504	0.942152	0.004677	0.950863	0.012399	0.950717	0.015132	0.209732
5.41	0.840618	0.007845	0.859639	0.013340	0.860725	0.008613	0.879259	0.005821	0.888971	0.005771	0.899085	0.004725	0.908100	0.011550	0.911604	0.006837	0.923532	0.006686	0.934404	0.007503	0.941176	0.004656	0.949728	0.012145	0.949972	0.015016	0.209818
5.42	0.837443	0.007922	0.856375	0.013255	0.858349	0.008608	0.877230	0.005793	0.887104	0.005736	0.897525	0.004710	0.906587	0.011601	0.910475	0.006800	0.922325	0.006625	0.933191	0.007508	0.940235	0.004642	0.948611	0.011899	0.949332	0.014967	0.209904
5.43	0.834377	0.007995	0.853135	0.013182	0.856051	0.008597	0.875322	0.005774	0.885326	0.005703	0.896048	0.004698	0.905118	0.011640	0.909406	0.006754	0.921166	0.006562	0.932027	0.007519	0.939331	0.004633	0.947520	0.011676	0.948799	0.014979	0.209990
5.44	0.831425	0.008058	0.849940	0.013117	0.853835	0.008575	0.873535	0.005764	0.883635	0.005672	0.894652	0.004688	0.903698	0.011657	0.908398	0.006697	0.920060	0.006499	0.930917	0.007533	0.938465	0.004630	0.946461	0.011490	0.948380	0.015043	0.210076
5.45	0.828593	0.008104	0.846815	0.013058	0.851708	0.008540	0.871868	0.005760	0.882031	0.005645	0.893341	0.004682	0.902333	0.011644	0.907449	0.006631	0.919010	0.006439	0.929866	0.007547	0.937638	0.004632	0.945440	0.011352	0.948075	0.015137	0.210162
5.46	0.825884	0.008131	0.843783	0.013002	0.849677	0.008491	0.870320	0.005762	0.880513	0.005625	0.892112	0.004676	0.901030	0.011595	0.906562	0.006558	0.918020	0.006384	0.928877	0.007560	0.936850	0.004636	0.944465	0.011269	0.947885	0.015240	0.210249
5.47	0.823306	0.008137	0.840870	0.012947	0.847751	0.008428	0.868889	0.005768	0.879081	0.005612	0.890969	0.004672	0.899796	0.011508	0.905737	0.006479	0.917094	0.006338	0.927954	0.007568	0.936104	0.004642	0.943543	0.011243	0.947809	0.015328	0.210335
5.48	0.820865	0.008122	0.838102	0.012894	0.845937	0.008353	0.867573	0.005775	0.877736	0.005606	0.889911	0.004667	0.898639	0.011383	0.904976	0.006398	0.916235	0.006302	0.927102	0.007569	0.935400	0.004647	0.942679	0.011271	0.947842	0.015377	0.210423
5.49	0.818567	0.008087	0.835502	0.012844	0.844245	0.008269	0.866371	0.005780	0.876477	0.005606	0.888940	0.004662	0.897564	0.011224	0.904280	0.006318	0.915447	0.006277	0.926322	0.007559	0.934741	0.004649	0.941880	0.011344	0.947979	0.015370	0.210510
5.50	0.816419	0.008037	0.833095	0.012798	0.842682	0.008181	0.865280	0.005783	0.875306	0.005611	0.888056	0.004656	0.896579	0.011040	0.903652	0.006244	0.914735	0.006264	0.925618	0.007537	0.934127	0.004648	0.941151	0.011452	0.948212	0.015294	0.210597
5.51	0.814429	0.007974	0.830899	0.012759	0.841259	0.008093	0.864298	0.005780	0.874223	0.005618	0.887262	0.004648	0.895692	0.010841	0.903094	0.006180	0.914102	0.006263	0.924992	0.007501	0.933561	0.004642	0.940498	0.011580	0.948531	0.015144	0.210685
5.52	0.812602	0.007904	0.828935	0.012731	0.839982	0.008011	0.863424	0.005771	0.873230	0.005627	0.886558	0.004639	0.894906	0.010640	0.902609	0.006129	0.913551	0.006272	0.924446	0.007452	0.933044	0.004631	0.939923	0.011712	0.948926	0.014921	0.210773
5.53	0.810946	0.007832	0.827216	0.012714	0.838859	0.007941	0.862656	0.005754	0.872328	0.005634	0.885946	0.004628	0.894228	0.010452	0.902198	0.006094	0.913084	0.006288	0.923980	0.007389	0.932577	0.004615	0.939429	0.011836	0.949384	0.014635	0.210861
5.54	0.809465	0.007761	0.825754	0.012712	0.837896	0.007889	0.861991	0.005731	0.871520	0.005637	0.885426	0.004617	0.893661	0.010292	0.901865	0.006077	0.912705	0.006309	0.923595	0.007315	0.932163	0.004593	0.939020	0.011939	0.949890	0.014304	0.210949
5.55	0.808166	0.007696	0.824558	0.012722	0.837098	0.007857	0.861429	0.005700	0.870806	0.005635	0.885000	0.004604	0.893208	0.010171	0.901613	0.006079	0.912414	0.006330	0.923291	0.007232	0.931802	0.004568	0.938696	0.012011	0.950431	0.013951	0.211038
5.56	0.807052	0.007640	0.823630	0.012744	0.836467	0.007847	0.860969	0.005665	0.870190	0.005627	0.884669	0.004591	0.892870	0.010099	0.901442	0.006100	0.912214	0.006350	0.923067	0.007143	0.931497	0.004541	0.938458	0.012046	0.950992	0.013603	0.211127
5.57	0.806127	0.007594	0.822971	0.012774	0.836007	0.007858	0.860609	0.005626	0.869674	0.005611	0.884434	0.004578	0.892647	0.010078	0.901356	0.006135	0.912105	0.006364	0.922923	0.007050	0.931249	0.004512	0.938304	0.012040	0.951558	0.013291	0.211216
5.58	0.805394	0.007559	0.822577	0.012808	0.835717	0.007889	0.860348	0.005585	0.869260	0.005588	0.884295	0.004565	0.892538	0.010106	0.901356	0.006182	0.912088	0.006370	0.922855	0.006958	0.931059	0.004485	0.938233	0.011993	0.952113	0.013043	0.211305
5.59	0.804853	0.007533	0.822438	0.012840	0.835596	0.007934	0.860187	0.005545	0.868950	0.005559	0.884253	0.004553	0.892540	0.010176	0.901443	0.006237	0.912161	0.006367	0.922863	0.006871	0.930927	0.004460	0.938242	0.011908	0.952645	0.012881	0.211394
5.60	0.804505	0.007513	0.822545	0.012866	0.835641	0.007988	0.860125	0.005508	0.868746	0.005525	0.884308	0.004541	0.892651	0.010276	0.901618	0.006295	0.912325	0.006353	0.922944	0.006790	0.930854	0.004438	0.938329	0.011791	0.953141	0.012819	0.211484
5.61	0.804348	0.007497	0.822880	0.012880	0.835848	0.008044	0.860162	0.005477	0.868650	0.005488	0.884459	0.004530	0.892864	0.010392	0.901881	0.006349	0.912577	0.006329	0.923095	0.006720	0.930842	0.004421	0.938488	0.011649	0.953588	0.012858	0.211574
5.62	0.804382	0.007481	0.823429	0.012878	0.836211	0.008097	0.860299	0.005452	0.868664	0.005451	0.884706	0.004520	0.893176	0.010508	0.902231	0.006397	0.912916	0.006295	0.923313	0.006662	0.930889	0.004410	0.938716	0.011492	0.953978	0.012986	0.211664
5.63	0.804601	0.007462	0.824170	0.012857	0.836722	0.008140	0.860536	0.005435	0.868789	0.005414	0.885047	0.004510	0.893579	0.010611	0.902668	0.006433	0.913339	0.006254	0.923595	0.006618	0.930997	0.004403	0.939008	0.011331	0.954303	0.013182	0.211755
5.64	0.805003	0.007437	0.825082	0.012816	0.837373	0.008168	0.860873	0.005425	0.869026	0.005381	0.885483	0.004499	0.894066	0.010688	0.903189	0.006455	0.913844	0.006209	0.923937	0.006588	0.931164	0.004400	0.939358	0.011177	0.954558	0.013417	0.211845
5.65	0.805581	0.007405	0.826145	0.012754	0.838154	0.008179	0.861311	0.005424	0.869375	0.005352	0.886010	0.004489	0.894631	0.010730	0.903794	0.006460	0.914427	0.006163	0.924336	0.006571	0.931391	0.004401	0.939761	0.011039	0.954740	0.013661	0.211936
5.66	0.806330	0.007365	0.827335	0.012674	0.839056	0.008171	0.861851	0.005429	0.869838	0.005329	0.886628	0.004478	0.895266	0.010732	0.904479	0.006448	0.915084	0.006118	0.924789	0.006568	0.931676	0.004403	0.940213	0.010924	0.954848	0.013887	0.212027
5.67	0.807242	0.007318	0.828630	0.012578	0.840068	0.008144	0.862492	0.005439	0.870412	0.005312	0.887333	0.004466	0.895965	0.010694	0.905241	0.006418	0.915812	0.006079	0.925293	0.006575	0.932018	0.004406	0.940708	0.010839	0.954885	0.014069	0.212119
5.68	0.808311	0.007265	0.830011	0.012471	0.841179	0.008099	0.863236	0.005453	0.871097	0.005301	0.888123	0.004453	0.896720	0.010617	0.906077	0.006372	0.916607	0.006048	0.925845	0.006592	0.932417	0.004407	0.941241	0.010785	0.954856	0.014191	0.212210
5.69	0.809528	0.007209	0.831458	0.012356	0.842380	0.008038	0.864082	0.005467	0.871893	0.005294	0.888996	0.004438	0.897527	0.010508	0.906982	0.006311	0.917464	0.006026	0.926442	0.006615	0.932870	0.004405	0.941808	0.010762	0.954768	0.014241	0.212302
5.70	0.810886	0.007153	0.832954	0.012240	0.843659	0.007967	0.865030	0.005481	0.872796	0.005290	0.889948	0.004423	0.898379	0.010377	0.907954	0.006240	0.918381	0.006013	0.927083	0.006644	0.933376	0.004398	0.942406	0.010765	0.954629	0.014216	0.212394
5.71	0.812376	0.007102	0.834485	0.012125	0.845007	0.007889	0.866080	0.005493	0.873804	0.005288	0.890977	0.004406	0.899272	0.010234	0.908988	0.006161	0.919352	0.006010	0.927765	0.006674	0.933934	0.004387	0.943031	0.010789	0.954453	0.014121	0.212486
5.72	0.813990	0.007059	0.836040	0.012017	0.846417	0.007810	0.867231	0.005500	0.874916	0.005284	0.892079	0.004389	0.900204	0.010093	0.910080	0.006079	0.920375	0.006014	0.928487	0.006705	0.934541	0.004370	0.943681	0.010825	0.954251	0.013965	0.212579
5.73	0.815721	0.007027	0.837612	0.011917	0.847880	0.007733	0.868482	0.005502	0.876127	0.005279	0.893251	0.004372	0.901173	0.009965	0.911226	0.005997	0.921445	0.006022	0.929248	0.006733	0.935197	0.004347	0.944354	0.010866	0.954038	0.013766	0.212672
5.74	0.817561	0.007009	0.839195	0.011826	0.849391	0.007663	0.869832	0.005499	0.877433	0.005269	0.894489	0.004355	0.902177	0.009862	0.912421	0.005920	0.922560	0.006031	0.930046	0.006758	0.935898	0.004319	0.945050	0.010904	0.953830	0.013545	0.212765
5.75	0.819503	0.007005	0.840790	0.011744	0.850945	0.007603	0.871278	0.005488	0.878833	0.005254	0.895792	0.004338	0.903218	0.009790	0.913663	0.005852	0.923715	0.006037	0.930882	0.006776	0.936643	0.004287	0.945767	0.010933	0.953643	0.013323	0.212858
5.76	0.821541	0.007015	0.842398	0.011670	0.852539	0.007553	0.872819	0.005472	0.880320	0.005235	0.897156	0.004322	0.904297	0.009753	0.914948	0.005794	0.924909	0.006038	0.931755	0.006787	0.937431	0.004252	0.946507	0.010948	0.953492	0.013124	0.212952
5.77	0.823670	0.007038	0.844025	0.011603	0.854171	0.007515	0.874451	0.005449	0.881892	0.005210	0.898578	0.004308	0.905417	0.009751	0.916272	0.005748	0.926138	0.006030	0.932667	0.006788	0.938259	0.004215	0.947271	0.010946	0.953393	0.012967	0.213045
5.78	0.825884	0.007071	0.845681	0.011540	0.855842	0.007486	0.876173	0.005420	0.883543	0.005180	0.900055	0.004294	0.906581	0.009778	0.917634	0.005716	0.927402	0.006011	0.933616	0.006780	0.939127	0.004177	0.948060	0.010927	0.953362	0.012866	0.213139
5.79	0.828181	0.007108	0.847376	0.011479	0.857553	0.007464	0.877980	0.005387	0.885271	0.005148	0.901586	0.004281	0.907795	0.009825	0.919032	0.005696	0.928697	0.005979	0.934604	0.006760	0.940032	0.004141	0.948876	0.010891	0.953412	0.012827	0.213234
5.80	0.830555	0.007147	0.849124	0.011419	0.859307	0.007448	0.879869	0.005349	0.887070	0.005114	0.903169	0.004269	0.909063	0.009881	0.920463	0.005688	0.930023	0.005936	0.935632	0.006729	0.940974	0.004106	0.949721	0.010842	0.953556	0.012847	0.213328
5.81	0.833006	0.007182	0.850940	0.011360	0.861109	0.007433	0.881837	0.005307	0.888936	0.005080	0.904802	0.004257	0.910391	0.009937	0.921928	0.005688	0.931378	0.005883	0.936701	0.006687	0.941950	0.004075	0.950599	0.010784	0.953803	0.012917	0.213423
5.82	0.835532	0.007210	0.852839	0.011302	0.862964	0.007417	0.883878	0.005263	0.890867	0.005048	0.906482	0.004245	0.911785	0.009980	0.923426	0.005696	0.932761	0.005821	0.937811	0.006634	0.942961	0.004047	0.951510	0.010721	0.954164	0.013020	0.213518
5.83	0.838131	0.007227	0.854838	0.011247	0.864879	0.007398	0.885990	0.005216	0.892857	0.005020	0.908211	0.004231	0.913251	0.010003	0.924956	0.005708	0.934173	0.005755	0.938963	0.006572	0.944006	0.004024	0.952459	0.010657	0.954642	0.013136	0.213613
5.84	0.840802	0.007231	0.856953	0.011197	0.866859	0.007375	0.888168	0.005168	0.894905	0.004996	0.909985	0.004217	0.914794	0.010000	0.926520	0.005722	0.935611	0.005687	0.940158	0.006502	0.945082	0.004005	0.953446	0.010598	0.955243	0.013247	0.213709
5.85	0.843547	0.007221	0.859198	0.011155	0.868914	0.007348	0.890407	0.005118	0.897006	0.004977	0.911805	0.004200	0.916419	0.009968	0.928118	0.005736	0.937077	0.005624	0.941397	0.006428	0.946191	0.003990	0.954474	0.010547	0.955966	0.013335	0.213805
5.86	0.846364	0.007196	0.861587	0.011125	0.871049	0.007317	0.892703	0.005069	0.899158	0.004962	0.913671	0.004181	0.918131	0.009906	0.929752	0.005748	0.938570	0.005568	0.942678	0.006351	0.947331	0.003979	0.955544	0.010506	0.956809	0.013386	0.213901
5.87	0.849253	0.007158	0.864131	0.011108	0.873273	0.007283	0.895053	0.005020	0.901358	0.004952	0.915581	0.004160	0.919932	0.009820	0.931423	0.005757	0.940089	0.005523	0.944003	0.006275	0.948502	0.003970	0.956657	0.010474	0.957770	0.013392	0.213997
5.88	0.852217	0.007108	0.866839	0.011106	0.875593	0.007250	0.897452	0.004973	0.903604	0.004945	0.917536	0.004137	0.921824	0.009715	0.933133	0.005762	0.941634	0.005492	0.945370	0.006203	0.949704	0.003963	0.957814	0.010451	0.958840	0.013351	0.214094
5.89	0.855254	0.007049	0.869716	0.011119	0.878013	0.007219	0.899897	0.004929	0.905895	0.004940	0.919536	0.004112	0.923809	0.009599	0.934884	0.005763	0.943206	0.005477	0.946780	0.006137	0.950935	0.003957	0.959013	0.010434	0.960010	0.013265	0.214191
5.90	0.858364	0.006983	0.872764	0.011146	0.880540	0.007191	0.902383	0.004888	0.908228	0.004934	0.921580	0.004086	0.925885	0.009482	0.936676	0.005759	0.944805	0.005476	0.948229	0.006082	0.952196	0.003951	0.960253	0.010419	0.961270	0.013143	0.214288
5.91	0.861547	0.006915	0.875981	0.011184	0.883176	0.007170	0.904908	0.004852	0.910602	0.004926	0.923668	0.004059	0.928050	0.009374	0.938512	0.005751	0.946429	0.005488	0.949716	0.006038	0.953487	0.003945	0.961532	0.010402	0.962607	0.012998	0.214385
5.92	0.864802	0.006845	0.879363	0.011229	0.885925	0.007155	0.907468	0.004821	0.913015	0.004915	0.925799	0.004033	0.930301	0.009283	0.940393	0.005738	0.948078	0.005510	0.951240	0.006006	0.954806	0.003938	0.962848	0.010379	0.964007	0.012844	0.214483
5.93	0.868128	0.006778	0.882900	0.011275	0.888787	0.007146	0.910061	0.004797	0.915467	0.004898	0.927974	0.004007	0.932632	0.009216	0.942319	0.005721	0.949752	0.005538	0.952798	0.005987	0.956153	0.003930	0.964196	0.010345	0.965456	0.012697	0.214581
5.94	0.871522	0.006715	0.886581	0.011319	0.891762	0.007142	0.912685	0.004780	0.917956	0.004877	0.930191	0.003982	0.935037	0.009178	0.944290	0.005699	0.951449	0.005568	0.954386	0.005979	0.957527	0.003921	0.965574	0.010298	0.966938	0.012574	0.214679
5.95	0.874982	0.006657	0.890388	0.011354	0.894846	0.007141	0.915336	0.004771	0.920482	0.004850	0.932449	0.003960	0.937507	0.009168	0.946308	0.005673	0.953170	0.005594	0.956001	0.005981	0.958927	0.003910	0.966975	0.010236	0.968437	0.012485	0.214777
5.96	0.878503	0.006603	0.894304	0.011375	0.898035	0.007141	0.918014	0.004769	0.923042	0.004819	0.934747	0.003941	0.940035	0.009183	0.948370	0.005642	0.954912	0.005614	0.957640	0.005989	0.960352	0.003897	0.968395	0.010159	0.969940	0.012437	0.214876
5.97	0.882082	0.006554	0.898307	0.011380	0.901323	0.007137	0.920717	0.004773	0.925637	0.004784	0.937083	0.003923	0.942609	0.009218	0.950475	0.005606	0.956674	0.005622	0.959300	0.006002	0.961802	0.003883	0.969829	0.010069	0.971432	0.012431	0.214975
5.98	0.885714	0.006508	0.902374	0.011367	0.904703	0.007128	0.923443	0.004782	0.928263	0.004747	0.939455	0.003909	0.945219	0.009265	0.952621	0.005565	0.958455	0.005618	0.960975	0.006015	0.963274	0.003867	0.971271	0.009969	0.972901	0.012459	0.215074
5.99	0.889393	0.006465	0.906480	0.011334	0.908166	0.007111	0.926191	0.004795	0.930921	0.004709	0.941860	0.003896	0.947853	0.009315	0.954806	0.005520	0.960253	0.005599	0.962663	0.006027	0.964766	0.003850	0.972716	0.009864	0.974335	0.012510	0.215174
6.00	0.893113	0.006421	0.910598	0.011282	0.911699	0.007083	0.928960	0.004810	0.933609	0.004673	0.944296	0.003886	0.950501	0.009360	0.957026	0.005470	0.962067	0.005566	0.964360	0.006034	0.966278	0.003832	0.974157	0.009758	0.975725	0.012571	0.215273
6.01	0.896868	0.006378	0.914704	0.011214	0.915293	0.007046	0.931749	0.004824	0.936323	0.004640	0.946760	0.003876	0.953152	0.009391	0.959276	0.005417	0.963894	0.005520	0.966061	0.006035	0.967806	0.003813	0.975589	0.009657	0.977064	0.012623	0.215374
6.02	0.900651	0.006334	0.918772	0.011133	0.918935	0.006998	0.934558	0.004837	0.939063	0.004613	0.949248	0.003866	0.955793	0.009403	0.961552	0.005361	0.965732	0.005461	0.967764	0.006029	0.969349	0.003794	0.977008	0.009568	0.978347	0.012652	0.215474
